date,day_index,product_id,product_name,category,subcategory,day_of_week,demand,pre_orders,store_open_tomorrow,store_open_day_after,holiday_tomorrow,holiday_day_after,is_promo,unit_price,unit_cost,weather_temp,weather_rain,shelf_life_days,lead_time_days,moq
2025-12-11,8,PROD_038,Organic Hummus (250g),Food,Dips,3,71,19,1,1,0,0,0,3.19,1.6,17.5,1,12,2,12
2025-12-12,9,PROD_038,Organic Hummus (250g),Food,Dips,4,81,16,1,1,0,0,0,3.19,1.6,17.7,0,12,2,12
2025-12-15,10,PROD_038,Organic Hummus (250g),Food,Dips,0,91,25,1,1,0,0,0,3.19,1.6,16.3,1,12,2,12
2025-12-16,11,PROD_038,Organic Hummus (250g),Food,Dips,1,63,14,1,1,0,0,0,3.19,1.6,23.3,0,12,2,12
2025-12-17,12,PROD_038,Organic Hummus (250g),Food,Dips,2,70,16,1,1,0,0,0,3.19,1.6,19.8,1,12,2,12
2025-12-18,13,PROD_038,Organic Hummus (250g),Food,Dips,3,66,19,1,1,0,0,0,3.19,1.6,17.8,0,12,2,12
2025-12-19,14,PROD_038,Organic Hummus (250g),Food,Dips,4,74,16,1,1,0,0,0,3.19,1.6,19.1,0,12,2,12
2025-12-22,15,PROD_038,Organic Hummus (250g),Food,Dips,0,89,24,1,1,0,0,0,3.19,1.6,23.8,0,12,2,12
2025-12-23,16,PROD_038,Organic Hummus (250g),Food,Dips,1,66,15,1,1,0,1,0,3.19,1.6,22.4,1,12,2,12
2025-12-24,17,PROD_038,Organic Hummus (250g),Food,Dips,2,86,24,1,0,1,1,0,3.19,1.6,21.3,1,12,2,12
2025-12-25,18,PROD_038,Organic Hummus (250g),Food,Dips,3,143,40,0,1,1,0,0,3.19,1.6,20.8,0,12,2,12
2025-12-26,19,PROD_038,Organic Hummus (250g),Food,Dips,4,0,0,1,1,0,0,0,3.19,1.6,21.2,0,12,2,12
2025-12-29,20,PROD_038,Organic Hummus (250g),Food,Dips,0,146,41,1,1,0,0,1,2.55,1.6,18.7,0,12,2,12
2025-12-30,21,PROD_038,Organic Hummus (250g),Food,Dips,1,97,19,1,1,0,0,1,2.55,1.6,21.1,0,12,2,12
2025-12-31,22,PROD_038,Organic Hummus (250g),Food,Dips,2,105,22,1,1,0,0,1,2.55,1.6,21.6,0,12,2,12
2026-01-01,23,PROD_038,Organic Hummus (250g),Food,Dips,3,120,32,1,1,0,0,1,2.55,1.6,22.9,0,12,2,12
2026-01-02,24,PROD_038,Organic Hummus (250g),Food,Dips,4,77,20,1,1,0,0,0,3.19,1.6,21.4,0,12,2,12
2026-01-05,25,PROD_038,Organic Hummus (250g),Food,Dips,0,89,26,1,1,0,0,0,3.19,1.6,22.4,0,12,2,12
2026-01-06,26,PROD_038,Organic Hummus (250g),Food,Dips,1,60,14,1,1,0,0,0,3.19,1.6,26.1,0,12,2,12
2026-01-07,27,PROD_038,Organic Hummus (250g),Food,Dips,2,59,14,1,1,0,0,0,3.19,1.6,26.2,1,12,2,12
2026-01-08,28,PROD_038,Organic Hummus (250g),Food,Dips,3,70,20,1,1,0,0,0,3.19,1.6,20.3,0,12,2,12
2026-01-09,29,PROD_038,Organic Hummus (250g),Food,Dips,4,80,21,1,1,0,0,0,3.19,1.6,21.5,0,12,2,12
2026-01-12,30,PROD_038,Organic Hummus (250g),Food,Dips,0,98,23,1,1,0,0,0,3.19,1.6,25.3,1,12,2,12
2026-01-13,31,PROD_038,Organic Hummus (250g),Food,Dips,1,65,13,1,1,0,0,0,3.19,1.6,24.1,0,12,2,12
2026-01-14,32,PROD_038,Organic Hummus (250g),Food,Dips,2,61,12,1,1,0,0,0,3.19,1.6,22.3,0,12,2,12
2026-01-15,33,PROD_038,Organic Hummus (250g),Food,Dips,3,62,14,1,1,0,0,0,3.19,1.6,23.1,0,12,2,12
2026-01-16,34,PROD_038,Organic Hummus (250g),Food,Dips,4,84,21,1,1,0,0,0,3.19,1.6,27.4,0,12,2,12
2026-01-19,35,PROD_038,Organic Hummus (250g),Food,Dips,0,69,17,1,1,0,0,0,3.19,1.6,21.9,0,12,2,12
2026-01-20,36,PROD_038,Organic Hummus (250g),Food,Dips,1,78,19,1,1,0,0,0,3.19,1.6,24.9,0,12,2,12
2026-01-21,37,PROD_038,Organic Hummus (250g),Food,Dips,2,67,15,1,1,0,0,0,3.19,1.6,28.1,1,12,2,12
2026-01-22,38,PROD_038,Organic Hummus (250g),Food,Dips,3,117,30,1,1,0,0,1,2.55,1.6,23.4,0,12,2,12
2026-01-23,39,PROD_038,Organic Hummus (250g),Food,Dips,4,117,26,1,1,0,0,1,2.55,1.6,24.1,1,12,2,12
2026-01-26,40,PROD_038,Organic Hummus (250g),Food,Dips,0,136,40,1,1,0,0,1,2.55,1.6,23.1,0,12,2,12
2026-01-27,41,PROD_038,Organic Hummus (250g),Food,Dips,1,109,29,1,1,0,0,1,2.55,1.6,25.0,0,12,2,12
2026-01-28,42,PROD_038,Organic Hummus (250g),Food,Dips,2,55,12,1,1,0,0,0,3.19,1.6,24.0,0,12,2,12
2026-01-29,43,PROD_038,Organic Hummus (250g),Food,Dips,3,92,20,1,1,0,1,0,3.19,1.6,23.6,1,12,2,12
2026-01-30,44,PROD_038,Organic Hummus (250g),Food,Dips,4,115,29,1,1,1,0,0,3.19,1.6,24.6,0,12,2,12
2026-02-02,45,PROD_038,Organic Hummus (250g),Food,Dips,0,84,21,1,1,0,0,0,3.19,1.6,28.2,0,12,2,12
2026-02-03,46,PROD_038,Organic Hummus (250g),Food,Dips,1,70,20,1,1,0,0,0,3.19,1.6,23.4,0,12,2,12
2026-02-04,47,PROD_038,Organic Hummus (250g),Food,Dips,2,61,16,1,1,0,0,0,3.19,1.6,21.4,0,12,2,12
2026-02-05,48,PROD_038,Organic Hummus (250g),Food,Dips,3,60,15,1,1,0,0,0,3.19,1.6,23.3,0,12,2,12
2026-02-06,49,PROD_038,Organic Hummus (250g),Food,Dips,4,94,24,1,1,0,0,0,3.19,1.6,23.8,0,12,2,12
2026-02-09,50,PROD_038,Organic Hummus (250g),Food,Dips,0,98,28,1,1,0,0,0,3.19,1.6,22.2,1,12,2,12
2026-02-10,51,PROD_038,Organic Hummus (250g),Food,Dips,1,75,17,1,1,0,0,0,3.19,1.6,25.3,0,12,2,12
2026-02-11,52,PROD_038,Organic Hummus (250g),Food,Dips,2,65,15,1,1,0,0,0,3.19,1.6,20.9,0,12,2,12
2026-02-12,53,PROD_038,Organic Hummus (250g),Food,Dips,3,80,21,1,1,0,0,0,3.19,1.6,27.2,0,12,2,12
2026-02-13,54,PROD_038,Organic Hummus (250g),Food,Dips,4,100,20,1,1,0,0,0,3.19,1.6,22.9,0,12,2,12
2026-02-16,55,PROD_038,Organic Hummus (250g),Food,Dips,0,73,20,1,1,0,0,0,3.19,1.6,22.9,0,12,2,12
2026-02-17,56,PROD_038,Organic Hummus (250g),Food,Dips,1,105,22,1,1,0,0,1,2.55,1.6,24.3,0,12,2,12
2026-02-18,57,PROD_038,Organic Hummus (250g),Food,Dips,2,88,19,1,1,0,0,1,2.55,1.6,25.3,0,12,2,12
2026-02-19,58,PROD_038,Organic Hummus (250g),Food,Dips,3,140,35,1,1,0,0,1,2.55,1.6,22.1,0,12,2,12
2026-02-20,59,PROD_038,Organic Hummus (250g),Food,Dips,4,93,27,1,1,0,0,1,2.55,1.6,22.1,1,12,2,12
2026-02-23,60,PROD_038,Organic Hummus (250g),Food,Dips,0,96,21,1,1,0,0,0,3.19,1.6,23.0,0,12,2,12
2026-02-24,61,PROD_038,Organic Hummus (250g),Food,Dips,1,59,17,1,1,0,0,0,3.19,1.6,21.3,0,12,2,12
2026-02-25,62,PROD_038,Organic Hummus (250g),Food,Dips,2,63,15,1,1,0,0,0,3.19,1.6,22.8,0,12,2,12
2026-02-26,63,PROD_038,Organic Hummus (250g),Food,Dips,3,87,18,1,1,0,0,0,3.19,1.6,16.9,0,12,2,12
2026-02-27,64,PROD_038,Organic Hummus (250g),Food,Dips,4,84,17,1,1,0,0,0,3.19,1.6,24.0,0,12,2,12
2026-03-02,65,PROD_038,Organic Hummus (250g),Food,Dips,0,112,29,1,1,0,0,0,3.19,1.6,20.2,1,12,2,12
2026-03-03,66,PROD_038,Organic Hummus (250g),Food,Dips,1,77,15,1,1,0,0,0,3.19,1.6,23.0,1,12,2,12
2026-03-04,67,PROD_038,Organic Hummus (250g),Food,Dips,2,68,19,1,1,0,0,0,3.19,1.6,22.5,1,12,2,12
2026-03-05,68,PROD_038,Organic Hummus (250g),Food,Dips,3,87,25,1,1,0,0,0,3.19,1.6,16.7,0,12,2,12
2026-03-06,69,PROD_038,Organic Hummus (250g),Food,Dips,4,74,15,1,1,0,0,0,3.19,1.6,19.0,0,12,2,12
2026-03-09,70,PROD_038,Organic Hummus (250g),Food,Dips,0,83,24,1,1,0,0,0,3.19,1.6,17.6,0,12,2,12
2026-03-10,71,PROD_038,Organic Hummus (250g),Food,Dips,1,66,14,1,1,0,0,0,3.19,1.6,18.2,1,12,2,12
2026-03-11,72,PROD_038,Organic Hummus (250g),Food,Dips,2,52,12,1,1,0,0,0,3.19,1.6,16.1,0,12,2,12
2026-03-12,73,PROD_038,Organic Hummus (250g),Food,Dips,3,82,23,1,1,0,0,0,3.19,1.6,14.5,1,12,2,12
2026-03-13,74,PROD_038,Organic Hummus (250g),Food,Dips,4,126,26,1,1,0,0,1,2.55,1.6,18.0,0,12,2,12
2026-03-16,75,PROD_038,Organic Hummus (250g),Food,Dips,0,139,37,1,1,0,0,1,2.55,1.6,20.0,1,12,2,12
2026-03-17,76,PROD_038,Organic Hummus (250g),Food,Dips,1,111,32,1,1,0,0,1,2.55,1.6,16.6,1,12,2,12
2026-03-18,77,PROD_038,Organic Hummus (250g),Food,Dips,2,115,24,1,1,0,0,1,2.55,1.6,13.0,0,12,2,12
2026-03-19,78,PROD_038,Organic Hummus (250g),Food,Dips,3,90,19,1,1,0,0,0,3.19,1.6,17.4,0,12,2,12
2026-03-20,79,PROD_038,Organic Hummus (250g),Food,Dips,4,96,19,1,1,0,0,0,3.19,1.6,18.6,0,12,2,12
2026-03-23,80,PROD_038,Organic Hummus (250g),Food,Dips,0,75,15,1,1,0,0,0,3.19,1.6,16.9,0,12,2,12
2026-03-24,81,PROD_038,Organic Hummus (250g),Food,Dips,1,65,15,1,1,0,0,0,3.19,1.6,14.5,0,12,2,12
2026-03-25,82,PROD_038,Organic Hummus (250g),Food,Dips,2,76,19,1,1,0,0,0,3.19,1.6,13.9,0,12,2,12
2026-03-26,83,PROD_038,Organic Hummus (250g),Food,Dips,3,69,14,1,1,0,0,0,3.19,1.6,14.9,0,12,2,12
2026-03-27,84,PROD_038,Organic Hummus (250g),Food,Dips,4,94,25,1,1,0,0,0,3.19,1.6,16.8,0,12,2,12
2026-03-30,85,PROD_038,Organic Hummus (250g),Food,Dips,0,75,20,1,1,0,0,0,3.19,1.6,15.9,0,12,2,12
2026-03-31,86,PROD_038,Organic Hummus (250g),Food,Dips,1,61,15,1,1,0,1,0,3.19,1.6,14.2,0,12,2,12
2026-04-01,87,PROD_038,Organic Hummus (250g),Food,Dips,2,95,26,1,0,1,1,0,3.19,1.6,13.8,0,12,2,12
2026-04-02,88,PROD_038,Organic Hummus (250g),Food,Dips,3,150,35,0,1,1,0,0,3.19,1.6,10.7,0,12,2,12
2026-04-03,89,PROD_038,Organic Hummus (250g),Food,Dips,4,0,0,1,1,0,0,0,3.19,1.6,10.6,0,12,2,12
2026-04-06,90,PROD_038,Organic Hummus (250g),Food,Dips,0,102,30,1,1,0,0,0,3.19,1.6,12.6,0,12,2,12
2026-04-07,91,PROD_038,Organic Hummus (250g),Food,Dips,1,64,13,1,1,0,0,0,3.19,1.6,11.1,0,12,2,12
2026-04-08,92,PROD_038,Organic Hummus (250g),Food,Dips,2,103,22,1,1,0,0,1,2.55,1.6,14.8,0,12,2,12
2026-04-09,93,PROD_038,Organic Hummus (250g),Food,Dips,3,121,32,1,1,0,0,1,2.55,1.6,13.3,0,12,2,12
2026-04-10,94,PROD_038,Organic Hummus (250g),Food,Dips,4,135,34,1,1,0,0,1,2.55,1.6,9.3,0,12,2,12
2026-04-13,95,PROD_038,Organic Hummus (250g),Food,Dips,0,108,29,1,1,0,0,1,2.55,1.6,11.8,0,12,2,12
2026-04-14,96,PROD_038,Organic Hummus (250g),Food,Dips,1,62,12,1,1,0,0,0,3.19,1.6,11.9,0,12,2,12
2026-04-15,97,PROD_038,Organic Hummus (250g),Food,Dips,2,62,13,1,1,0,0,0,3.19,1.6,11.0,0,12,2,12
2026-04-16,98,PROD_038,Organic Hummus (250g),Food,Dips,3,78,21,1,1,0,0,0,3.19,1.6,11.8,0,12,2,12
2026-04-17,99,PROD_038,Organic Hummus (250g),Food,Dips,4,80,19,1,1,0,0,0,3.19,1.6,11.5,1,12,2,12
2026-04-20,100,PROD_038,Organic Hummus (250g),Food,Dips,0,80,19,1,1,0,0,0,3.19,1.6,9.6,0,12,2,12
2026-04-21,101,PROD_038,Organic Hummus (250g),Food,Dips,1,76,17,1,1,0,0,0,3.19,1.6,10.7,0,12,2,12
2026-04-22,102,PROD_038,Organic Hummus (250g),Food,Dips,2,79,17,1,1,0,0,0,3.19,1.6,11.5,0,12,2,12
2026-04-23,103,PROD_038,Organic Hummus (250g),Food,Dips,3,76,22,1,1,0,0,0,3.19,1.6,11.4,0,12,2,12
2026-04-24,104,PROD_038,Organic Hummus (250g),Food,Dips,4,81,23,1,1,0,0,0,3.19,1.6,7.4,1,12,2,12
2026-04-27,105,PROD_038,Organic Hummus (250g),Food,Dips,0,70,17,1,1,0,0,0,3.19,1.6,7.1,0,12,2,12
2026-04-28,106,PROD_038,Organic Hummus (250g),Food,Dips,1,70,20,1,1,0,0,0,3.19,1.6,6.4,0,12,2,12
2026-04-29,107,PROD_038,Organic Hummus (250g),Food,Dips,2,75,17,1,1,0,0,0,3.19,1.6,5.5,1,12,2,12
2026-04-30,108,PROD_038,Organic Hummus (250g),Food,Dips,3,79,19,1,1,0,0,0,3.19,1.6,7.5,0,12,2,12
2026-05-01,109,PROD_038,Organic Hummus (250g),Food,Dips,4,110,32,1,1,0,0,0,3.19,1.6,8.7,0,12,2,12
2026-05-04,110,PROD_038,Organic Hummus (250g),Food,Dips,0,118,29,1,1,0,0,1,2.55,1.6,8.7,0,12,2,12
2026-05-05,111,PROD_038,Organic Hummus (250g),Food,Dips,1,109,28,1,1,0,0,1,2.55,1.6,6.6,0,12,2,12
2026-05-06,112,PROD_038,Organic Hummus (250g),Food,Dips,2,108,28,1,1,0,0,1,2.55,1.6,7.7,0,12,2,12
2026-05-07,113,PROD_038,Organic Hummus (250g),Food,Dips,3,120,28,1,1,0,0,1,2.55,1.6,9.0,1,12,2,12
2026-05-08,114,PROD_038,Organic Hummus (250g),Food,Dips,4,100,28,1,1,0,0,0,3.19,1.6,9.0,0,12,2,12
2026-05-11,115,PROD_038,Organic Hummus (250g),Food,Dips,0,108,29,1,1,0,0,0,3.19,1.6,8.4,0,12,2,12
2026-05-12,116,PROD_038,Organic Hummus (250g),Food,Dips,1,83,19,1,1,0,0,0,3.19,1.6,5.0,0,12,2,12
2026-05-13,117,PROD_038,Organic Hummus (250g),Food,Dips,2,62,16,1,1,0,0,0,3.19,1.6,7.4,0,12,2,12
2026-05-14,118,PROD_038,Organic Hummus (250g),Food,Dips,3,73,18,1,1,0,0,0,3.19,1.6,8.9,0,12,2,12
2026-05-15,119,PROD_038,Organic Hummus (250g),Food,Dips,4,90,18,1,1,0,0,0,3.19,1.6,9.9,0,12,2,12
2026-05-18,120,PROD_038,Organic Hummus (250g),Food,Dips,0,78,17,1,1,0,0,0,3.19,1.6,10.2,0,12,2,12
2026-05-19,121,PROD_038,Organic Hummus (250g),Food,Dips,1,63,14,1,1,0,0,0,3.19,1.6,8.7,0,12,2,12
2026-05-20,122,PROD_038,Organic Hummus (250g),Food,Dips,2,61,16,1,1,0,0,0,3.19,1.6,8.8,1,12,2,12
2026-05-21,123,PROD_038,Organic Hummus (250g),Food,Dips,3,75,21,1,1,0,0,0,3.19,1.6,5.6,0,12,2,12
2026-05-22,124,PROD_038,Organic Hummus (250g),Food,Dips,4,77,19,1,1,0,0,0,3.19,1.6,10.5,0,12,2,12
2026-05-25,125,PROD_038,Organic Hummus (250g),Food,Dips,0,93,24,1,1,0,0,0,3.19,1.6,11.0,0,12,2,12
2026-05-26,126,PROD_038,Organic Hummus (250g),Food,Dips,1,75,16,1,1,0,0,0,3.19,1.6,10.5,1,12,2,12
2026-05-27,127,PROD_038,Organic Hummus (250g),Food,Dips,2,66,15,1,1,0,0,0,3.19,1.6,8.9,0,12,2,12
2026-05-28,128,PROD_038,Organic Hummus (250g),Food,Dips,3,147,35,1,1,0,1,1,2.55,1.6,8.0,1,12,2,12
2026-05-29,129,PROD_038,Organic Hummus (250g),Food,Dips,4,202,56,1,1,1,0,1,2.55,1.6,6.8,0,12,2,12
2026-06-01,130,PROD_038,Organic Hummus (250g),Food,Dips,0,76,22,1,1,0,0,0,3.19,1.6,5.9,0,12,2,12
2026-06-02,131,PROD_038,Organic Hummus (250g),Food,Dips,1,102,29,1,1,0,0,1,2.55,1.6,8.9,0,12,2,12
2026-06-03,132,PROD_038,Organic Hummus (250g),Food,Dips,2,61,17,1,1,0,0,0,3.19,1.6,8.9,0,12,2,12
2026-06-04,133,PROD_038,Organic Hummus (250g),Food,Dips,3,74,21,1,1,0,0,0,3.19,1.6,10.6,1,12,2,12
2026-06-05,134,PROD_038,Organic Hummus (250g),Food,Dips,4,109,25,1,1,0,0,0,3.19,1.6,13.1,0,12,2,12
2026-06-08,135,PROD_038,Organic Hummus (250g),Food,Dips,0,75,17,1,1,0,0,0,3.19,1.6,10.8,0,12,2,12
2026-06-09,136,PROD_038,Organic Hummus (250g),Food,Dips,1,74,18,1,1,0,0,0,3.19,1.6,9.7,0,12,2,12
2026-06-10,137,PROD_038,Organic Hummus (250g),Food,Dips,2,76,19,1,1,0,0,0,3.19,1.6,12.2,0,12,2,12
2026-06-11,138,PROD_038,Organic Hummus (250g),Food,Dips,3,61,16,1,1,0,0,0,3.19,1.6,12.0,0,12,2,12
2026-06-12,139,PROD_038,Organic Hummus (250g),Food,Dips,4,104,21,1,1,0,0,0,3.19,1.6,8.8,0,12,2,12
2026-06-15,140,PROD_038,Organic Hummus (250g),Food,Dips,0,93,23,1,1,0,0,0,3.19,1.6,9.8,0,12,2,12
2026-06-16,141,PROD_038,Organic Hummus (250g),Food,Dips,1,70,15,1,1,0,0,0,3.19,1.6,14.8,1,12,2,12
2026-06-17,142,PROD_038,Organic Hummus (250g),Food,Dips,2,72,16,1,1,0,0,0,3.19,1.6,13.6,0,12,2,12
2026-06-18,143,PROD_038,Organic Hummus (250g),Food,Dips,3,84,24,1,1,0,0,0,3.19,1.6,16.4,0,12,2,12
2026-06-19,144,PROD_038,Organic Hummus (250g),Food,Dips,4,104,25,1,1,0,0,0,3.19,1.6,10.9,1,12,2,12
2026-06-22,145,PROD_038,Organic Hummus (250g),Food,Dips,0,98,22,1,1,0,0,0,3.19,1.6,10.3,0,12,2,12
2026-06-23,146,PROD_038,Organic Hummus (250g),Food,Dips,1,111,30,1,1,0,0,1,2.55,1.6,11.8,0,12,2,12
2026-06-24,147,PROD_038,Organic Hummus (250g),Food,Dips,2,94,25,1,1,0,0,1,2.55,1.6,15.2,0,12,2,12
2026-06-25,148,PROD_038,Organic Hummus (250g),Food,Dips,3,105,26,1,1,0,0,1,2.55,1.6,15.1,0,12,2,12
2026-06-26,149,PROD_038,Organic Hummus (250g),Food,Dips,4,110,22,1,1,0,0,0,3.19,1.6,13.3,1,12,2,12
2026-06-29,150,PROD_038,Organic Hummus (250g),Food,Dips,0,79,16,1,1,0,0,0,3.19,1.6,15.3,0,12,2,12
2026-06-30,151,PROD_038,Organic Hummus (250g),Food,Dips,1,75,19,1,1,0,0,0,3.19,1.6,17.7,0,12,2,12
2026-07-01,152,PROD_038,Organic Hummus (250g),Food,Dips,2,73,20,1,1,0,0,0,3.19,1.6,16.0,0,12,2,12
2026-07-02,153,PROD_038,Organic Hummus (250g),Food,Dips,3,80,18,1,1,0,0,0,3.19,1.6,12.7,1,12,2,12
2026-07-03,154,PROD_038,Organic Hummus (250g),Food,Dips,4,121,27,1,1,0,0,0,3.19,1.6,17.6,1,12,2,12
2026-07-06,155,PROD_038,Organic Hummus (250g),Food,Dips,0,99,26,1,1,0,0,0,3.19,1.6,11.7,0,12,2,12
2026-07-07,156,PROD_038,Organic Hummus (250g),Food,Dips,1,75,20,1,1,0,0,0,3.19,1.6,15.4,0,12,2,12
2026-07-08,157,PROD_038,Organic Hummus (250g),Food,Dips,2,71,16,1,1,0,0,0,3.19,1.6,16.4,0,12,2,12
2026-07-09,158,PROD_038,Organic Hummus (250g),Food,Dips,3,98,22,1,1,0,0,0,3.19,1.6,14.7,1,12,2,12
2026-07-10,159,PROD_038,Organic Hummus (250g),Food,Dips,4,95,26,1,1,0,0,0,3.19,1.6,15.5,0,12,2,12
2025-12-01,0,PROD_039,Fresh Asparagus (350g),Food,Produce,0,78,16,1,1,0,0,1,3.43,2.45,19.5,1,4,1,10
2025-12-02,1,PROD_039,Fresh Asparagus (350g),Food,Produce,1,56,14,1,1,0,0,1,3.43,2.45,14.0,0,4,1,10
2025-12-03,2,PROD_039,Fresh Asparagus (350g),Food,Produce,2,51,10,1,1,0,0,1,3.43,2.45,18.7,0,4,1,10
2025-12-04,3,PROD_039,Fresh Asparagus (350g),Food,Produce,3,44,9,1,1,0,0,0,4.29,2.45,18.3,1,4,1,10
2025-12-05,4,PROD_039,Fresh Asparagus (350g),Food,Produce,4,53,14,1,1,0,0,0,4.29,2.45,16.1,0,4,1,10
2025-12-08,5,PROD_039,Fresh Asparagus (350g),Food,Produce,0,62,12,1,1,0,0,0,4.29,2.45,19.4,0,4,1,10
2025-12-09,6,PROD_039,Fresh Asparagus (350g),Food,Produce,1,36,8,1,1,0,0,0,4.29,2.45,17.3,0,4,1,10
2025-12-10,7,PROD_039,Fresh Asparagus (350g),Food,Produce,2,39,11,1,1,0,0,0,4.29,2.45,17.3,0,4,1,10
2025-12-11,8,PROD_039,Fresh Asparagus (350g),Food,Produce,3,47,10,1,1,0,0,0,4.29,2.45,17.5,0,4,1,10
2025-12-12,9,PROD_039,Fresh Asparagus (350g),Food,Produce,4,49,13,1,1,0,0,0,4.29,2.45,17.2,0,4,1,10
2025-12-15,10,PROD_039,Fresh Asparagus (350g),Food,Produce,0,59,12,1,1,0,0,0,4.29,2.45,15.7,0,4,1,10
2025-12-16,11,PROD_039,Fresh Asparagus (350g),Food,Produce,1,48,12,1,1,0,0,0,4.29,2.45,19.8,1,4,1,10
2025-12-17,12,PROD_039,Fresh Asparagus (350g),Food,Produce,2,41,8,1,1,0,0,0,4.29,2.45,20.6,0,4,1,10
2025-12-18,13,PROD_039,Fresh Asparagus (350g),Food,Produce,3,63,17,1,1,0,0,0,4.29,2.45,19.7,1,4,1,10
2025-12-19,14,PROD_039,Fresh Asparagus (350g),Food,Produce,4,58,15,1,1,0,0,0,4.29,2.45,19.3,0,4,1,10
2025-12-22,15,PROD_039,Fresh Asparagus (350g),Food,Produce,0,48,10,1,1,0,0,0,4.29,2.45,19.7,0,4,1,10
2025-12-23,16,PROD_039,Fresh Asparagus (350g),Food,Produce,1,45,10,1,1,0,1,0,4.29,2.45,25.4,0,4,1,10
2025-12-24,17,PROD_039,Fresh Asparagus (350g),Food,Produce,2,72,15,1,0,1,1,1,3.43,2.45,19.8,0,4,1,10
2025-12-25,18,PROD_039,Fresh Asparagus (350g),Food,Produce,3,107,27,0,1,1,0,0,4.29,2.45,22.6,0,4,1,10
2025-12-26,19,PROD_039,Fresh Asparagus (350g),Food,Produce,4,0,0,1,1,0,0,0,4.29,2.45,19.4,0,4,1,10
2025-12-29,20,PROD_039,Fresh Asparagus (350g),Food,Produce,0,110,24,1,1,0,0,1,3.43,2.45,21.8,1,4,1,10
2025-12-30,21,PROD_039,Fresh Asparagus (350g),Food,Produce,1,41,10,1,1,0,0,0,4.29,2.45,22.4,0,4,1,10
2025-12-31,22,PROD_039,Fresh Asparagus (350g),Food,Produce,2,41,10,1,1,0,0,0,4.29,2.45,22.0,0,4,1,10
2026-01-01,23,PROD_039,Fresh Asparagus (350g),Food,Produce,3,59,13,1,1,0,0,0,4.29,2.45,20.1,0,4,1,10
2026-01-02,24,PROD_039,Fresh Asparagus (350g),Food,Produce,4,65,15,1,1,0,0,0,4.29,2.45,24.0,0,4,1,10
2026-01-05,25,PROD_039,Fresh Asparagus (350g),Food,Produce,0,70,19,1,1,0,0,0,4.29,2.45,23.3,0,4,1,10
2026-01-06,26,PROD_039,Fresh Asparagus (350g),Food,Produce,1,46,12,1,1,0,0,0,4.29,2.45,18.1,1,4,1,10
2026-01-07,27,PROD_039,Fresh Asparagus (350g),Food,Produce,2,42,10,1,1,0,0,0,4.29,2.45,21.4,0,4,1,10
2026-01-08,28,PROD_039,Fresh Asparagus (350g),Food,Produce,3,57,14,1,1,0,0,0,4.29,2.45,26.2,1,4,1,10
2026-01-09,29,PROD_039,Fresh Asparagus (350g),Food,Produce,4,69,20,1,1,0,0,0,4.29,2.45,23.3,0,4,1,10
2026-01-12,30,PROD_039,Fresh Asparagus (350g),Food,Produce,0,58,15,1,1,0,0,0,4.29,2.45,25.3,0,4,1,10
2026-01-13,31,PROD_039,Fresh Asparagus (350g),Food,Produce,1,51,14,1,1,0,0,0,4.29,2.45,24.6,1,4,1,10
2026-01-14,32,PROD_039,Fresh Asparagus (350g),Food,Produce,2,38,8,1,1,0,0,0,4.29,2.45,22.6,0,4,1,10
2026-01-15,33,PROD_039,Fresh Asparagus (350g),Food,Produce,3,46,9,1,1,0,0,0,4.29,2.45,21.9,0,4,1,10
2026-01-16,34,PROD_039,Fresh Asparagus (350g),Food,Produce,4,57,16,1,1,0,0,0,4.29,2.45,26.9,0,4,1,10
2026-01-19,35,PROD_039,Fresh Asparagus (350g),Food,Produce,0,73,15,1,1,0,0,1,3.43,2.45,27.1,0,4,1,10
2026-01-20,36,PROD_039,Fresh Asparagus (350g),Food,Produce,1,71,18,1,1,0,0,1,3.43,2.45,26.2,0,4,1,10
2026-01-21,37,PROD_039,Fresh Asparagus (350g),Food,Produce,2,59,16,1,1,0,0,1,3.43,2.45,24.3,0,4,1,10
2026-01-22,38,PROD_039,Fresh Asparagus (350g),Food,Produce,3,85,18,1,1,0,0,1,3.43,2.45,22.5,1,4,1,10
2026-01-23,39,PROD_039,Fresh Asparagus (350g),Food,Produce,4,56,16,1,1,0,0,0,4.29,2.45,23.6,0,4,1,10
2026-01-26,40,PROD_039,Fresh Asparagus (350g),Food,Produce,0,64,14,1,1,0,0,0,4.29,2.45,24.8,1,4,1,10
2026-01-27,41,PROD_039,Fresh Asparagus (350g),Food,Produce,1,45,13,1,1,0,0,0,4.29,2.45,22.4,0,4,1,10
2026-01-28,42,PROD_039,Fresh Asparagus (350g),Food,Produce,2,40,10,1,1,0,0,0,4.29,2.45,26.7,1,4,1,10
2026-01-29,43,PROD_039,Fresh Asparagus (350g),Food,Produce,3,55,13,1,1,0,1,0,4.29,2.45,26.0,0,4,1,10
2026-01-30,44,PROD_039,Fresh Asparagus (350g),Food,Produce,4,86,24,1,1,1,0,0,4.29,2.45,26.1,0,4,1,10
2026-02-02,45,PROD_039,Fresh Asparagus (350g),Food,Produce,0,62,13,1,1,0,0,0,4.29,2.45,25.1,0,4,1,10
2026-02-03,46,PROD_039,Fresh Asparagus (350g),Food,Produce,1,41,10,1,1,0,0,0,4.29,2.45,24.5,0,4,1,10
